episode,reward,epsilon_start,epsilon_end,mean_loss
60,-1.13377,0.972279,0.9718135,nan
61,-1.2993800000000002,0.971804,0.9713385,nan
62,-1.22641,0.971329,0.9708635,nan
63,-1.2461499999999996,0.970854,0.9703885,nan
64,-1.0368099999999998,0.970379,0.9699135,nan
65,-0.9969399999999999,0.969904,0.9694385,nan
66,-1.1292599999999995,0.969429,0.9689635,nan
67,-1.01841,0.968954,0.9684885,nan
68,-1.0180399999999998,0.968479,0.9680135,nan
69,-0.9448899999999999,0.968004,0.9675385,nan
70,-1.0379,0.967529,0.9670635,nan
71,-1.2290399999999997,0.967054,0.9665885,nan
72,-1.1149199999999997,0.966579,0.9661135,nan
73,-1.1098099999999997,0.966104,0.9656385,nan
74,-1.15677,0.965629,0.9651635,nan
75,-1.09681,0.965154,0.9646885,nan
76,-1.17836,0.964679,0.9642135000000001,nan
77,-1.1792399999999998,0.9642040000000001,0.9637385,nan
78,-1.0374800000000002,0.9637290000000001,0.9632635,nan
79,-0.9272399999999998,0.963254,0.9627885,nan
80,-1.0182799999999999,0.962779,0.9623135,nan
81,-1.1859999999999997,0.962304,0.9618385,nan
82,-1.1064799999999995,0.961829,0.9613635,nan
83,-1.1264599999999998,0.961354,0.9608885,nan
84,-1.1478899999999994,0.960879,0.9604135,nan
85,-1.1209200000000001,0.960404,0.9599385,nan
86,-1.0810199999999999,0.959929,0.9594635,nan
87,-1.01229,0.959454,0.9589885,nan
88,-1.218959999999999,0.958979,0.9585135,nan
89,-0.9820199999999998,0.958504,0.9580385,nan
90,-1.1430199999999997,0.958029,0.9575635,nan
91,-1.2197099999999996,0.957554,0.9570885,nan
92,-1.1410799999999997,0.957079,0.9566135,nan
93,-1.1973599999999998,0.956604,0.9561385,nan
94,-1.1056100000000002,0.956129,0.9556635,nan
95,-0.98995,0.955654,0.9551885,nan
96,-1.0757899999999998,0.955179,0.9547135,nan
97,-1.02775,0.954704,0.9542385,nan
98,-0.9607800000000001,0.954229,0.9537635,nan
99,-1.13751,0.953754,0.9532885,nan
100,-1.0492599999999999,0.953279,0.9528135,nan
101,-1.10225,0.952804,0.9523385,nan
102,-1.0983500000000004,0.952329,0.9518635,nan
103,-1.1010300000000002,0.951854,0.9513885,nan
104,-1.1422899999999996,0.951379,0.9509135,nan
105,-1.1219799999999998,0.950904,0.9504385,nan
106,-1.0348799999999998,0.950429,0.9499635,nan
107,-1.1138,0.949954,0.9494885,nan
108,-1.00947,0.949479,0.9490135,nan
109,-1.0585099999999998,0.949004,0.9485385,nan
110,-1.0465,0.948529,0.9480635,nan
111,-1.0436599999999998,0.948054,0.9475885000000001,nan
112,-1.0456999999999999,0.947579,0.9471135,nan
113,-0.95991,0.947104,0.9466385,nan
114,-1.07519,0.946629,0.9461635,nan
115,-1.15214,0.946154,0.9456885,nan
116,-1.0921399999999999,0.945679,0.9452135,nan
117,-1.2384099999999996,0.945204,0.9447385,nan
118,-1.1792999999999998,0.944729,0.9442635,nan
119,-1.0634199999999998,0.944254,0.9437885,nan
120,-1.15121,0.943779,0.9433135,nan
121,-0.9782399999999998,0.943304,0.9428385,nan
122,-0.9530799999999998,0.942829,0.9423635,nan
123,-1.1437099999999996,0.942354,0.9418885,nan
124,-1.0422000000000002,0.941879,0.9414135,nan
125,-1.08695,0.941404,0.9409385,nan
126,-1.12398,0.940929,0.9404635,nan
127,-1.1475899999999997,0.940454,0.9399885,nan
128,-1.1089,0.939979,0.9395135,nan
129,-1.20967,0.939504,0.9390385,nan
130,-1.1289699999999998,0.939029,0.9385635,nan
131,-1.1285299999999998,0.938554,0.9380885,nan
132,-1.19393,0.938079,0.9376135,nan
133,-1.1494899999999997,0.937604,0.9371385,nan
134,-1.00474,0.937129,0.9366635,nan
135,-1.0569399999999995,0.936654,0.9361885,nan
136,-1.2271699999999999,0.936179,0.9357135,nan
137,-1.1870199999999997,0.935704,0.9352385,nan
138,-1.15821,0.935229,0.9347635,nan
139,-1.0973299999999997,0.934754,0.9342885,nan
140,-1.1238799999999998,0.934279,0.9338135,nan
141,-1.1724199999999996,0.933804,0.9333385,nan
142,-0.9908500000000001,0.933329,0.9328635000000001,nan
143,-1.10229,0.932854,0.9323885000000001,nan
144,-1.0414100000000002,0.9323790000000001,0.9319135000000001,nan
145,-1.0530999999999997,0.9319040000000001,0.9314385000000001,nan
146,-1.1378799999999998,0.9314290000000001,0.9309635,nan
147,-1.0543,0.9309540000000001,0.9304885,nan
148,-1.2461699999999993,0.9304790000000001,0.9300135,nan
149,-1.1409699999999998,0.930004,0.9295385,nan
150,-1.1895299999999998,0.929529,0.9290635,nan
151,-1.18701,0.929054,0.9285885,nan
152,-1.0281899999999997,0.928579,0.9281135,nan
153,-1.1633800000000005,0.928104,0.9276385,nan
154,-1.1324199999999998,0.927629,0.9271635,nan
155,-1.0007599999999996,0.927154,0.9266885,nan
156,-1.0888999999999998,0.926679,0.9262135,nan
157,-1.1633000000000002,0.926204,0.9257385,nan
158,-1.04226,0.925729,0.9252635,nan
159,-1.2001499999999998,0.925254,0.9247885,nan
160,-1.2587800000000002,0.924779,0.9243135,nan
161,-1.1653399999999996,0.924304,0.9238385,nan
162,-1.1626799999999997,0.923829,0.9233635,nan
163,-1.0170699999999997,0.923354,0.9228885,nan
164,-0.9635999999999997,0.922879,0.9224135,nan
165,-1.0278599999999998,0.922404,0.9219385,nan
166,-1.13159,0.921929,0.9214635,nan
167,-1.2003000000000004,0.921454,0.9209885,nan
168,-1.1057800000000002,0.920979,0.9205135,nan
169,-1.0712,0.920504,0.9200385,nan
170,-1.0866099999999999,0.920029,0.9195635,nan
171,-1.1863799999999998,0.919554,0.9190885,nan
172,-0.91404,0.919079,0.9186135,nan
173,-1.1037599999999994,0.918604,0.9181385,nan
174,-1.1131999999999995,0.918129,0.9176635,nan
175,-1.12916,0.917654,0.9171885,nan
176,-1.10865,0.917179,0.9167135,nan
177,-1.0322399999999996,0.916704,0.9162385,nan
178,-1.0523699999999998,0.916229,0.9157635,nan
179,-1.1328699999999994,0.915754,0.9152885,nan
180,-1.2368,0.915279,0.9148135,nan
181,-0.99695,0.914804,0.9143384999999999,nan
182,-1.19052,0.914329,0.9138635,nan
183,-1.13339,0.913854,0.9133885,nan
184,-1.0628699999999993,0.913379,0.9129135,nan
185,-1.03621,0.912904,0.9124385,nan
186,-1.1255700000000002,0.912429,0.9119635,nan
187,-1.2529299999999994,0.911954,0.9114885,nan
188,-1.1178299999999997,0.911479,0.9110135,nan
189,-1.0249400000000002,0.911004,0.9105385,nan
190,-1.15388,0.910529,0.9100635,nan
191,-1.1683099999999995,0.910054,0.9095885,nan
192,-1.0098099999999997,0.909579,0.9091135,nan
193,-1.1508199999999997,0.909104,0.9086385,nan
194,-1.04713,0.908629,0.9081635,nan
195,-1.0748499999999996,0.908154,0.9076885,nan
196,-1.1554599999999997,0.907679,0.9072135,nan
197,-1.1613699999999996,0.907204,0.9067385,nan
198,-1.0299800000000001,0.906729,0.9062635,nan
199,-1.11551,0.906254,0.9057885,nan
200,-1.05364,0.905779,0.9053135,nan
201,-1.2839500000000001,0.905304,0.9048385,34137.99249588816
202,-1.0810399999999996,0.904829,0.9043635,28811.336875
203,-0.9914299999999997,0.904354,0.9038885,16079.4054296875
204,-1.0318999999999998,0.903879,0.9034135,40186.35987304687
205,-0.9344999999999998,0.903404,0.9029385,59167.231640625
206,-1.0766399999999996,0.902929,0.9024635,57999.224609375
207,-1.07322,0.902454,0.9019885,60418.218046875
208,-1.01024,0.901979,0.9015135,64162.886796875
209,-1.21136,0.901504,0.9010385,59382.6209375
210,-1.08966,0.901029,0.9005635,71427.459453125
211,-1.1853099999999999,0.900554,0.9000885,69514.145546875
212,-1.1574,0.900079,0.8996135000000001,65121.6057421875
213,-1.02677,0.8996040000000001,0.8991385000000001,39567.9647265625
214,-0.9613700000000001,0.8991290000000001,0.8986635000000001,18600.6588671875
215,-1.1396900000000003,0.8986540000000001,0.8981885000000001,51537.41015625
216,-1.1322300000000003,0.8981790000000001,0.8977135,47170.4389453125
217,-1.04835,0.8977040000000001,0.8972385,38483.536171875
218,-1.1830899999999995,0.897229,0.8967635,20567.465048828126
219,-0.91203,0.896754,0.8962885,57840.32536132813
220,-1.13509,0.896279,0.8958135,41138.47608398437
221,-1.00502,0.895804,0.8953385,66984.24390625
222,-1.00947,0.895329,0.8948635,63333.88734375
223,-1.0328699999999997,0.894854,0.8943885,63652.62765625
224,-1.1273699999999995,0.894379,0.8939135,69086.05140625
225,-1.0925800000000006,0.893904,0.8934385,64113.094609375
226,-0.9523500000000001,0.893429,0.8929635,66185.175703125
227,-1.0144799999999998,0.892954,0.8924885,65177.862265625
228,-1.21077,0.892479,0.8920135,65486.4415625
229,-1.1878799999999998,0.892004,0.8915385,69087.2359375
230,-1.0523099999999999,0.891529,0.8910635,67319.9296875
231,-1.0941399999999997,0.891054,0.8905885,65061.356015625
232,-1.02882,0.890579,0.8901135,66933.78703125
233,-0.95593,0.890104,0.8896385,51687.09234375
234,-1.01832,0.889629,0.8891635,67406.410390625
235,-1.1273699999999998,0.889154,0.8886885,70396.947890625
236,-1.07703,0.888679,0.8882135,66548.9896875
237,-1.03252,0.888204,0.8877385,68341.796796875
238,-1.1574000000000002,0.887729,0.8872635,70221.391484375
239,-0.9874099999999998,0.887254,0.8867885,27922.1208984375
240,-1.0472599999999996,0.886779,0.8863135,28457.982924804688
241,-1.1153299999999997,0.886304,0.8858385,29068.818388671876
242,-1.0772299999999997,0.885829,0.8853635,4409.066574707032
243,-1.02878,0.885354,0.8848885,3535.5428759765623
244,-1.0686099999999998,0.884879,0.8844135,1103.1115588378907
245,-0.9447499999999999,0.884404,0.8839385,512.3896084594727
246,-1.1806199999999998,0.883929,0.8834635,945.3008343505859
247,-1.0311399999999997,0.883454,0.8829885,1402.7982620239259
248,-1.0441599999999995,0.882979,0.8825135,4882.043513183594
249,-1.2396099999999999,0.882504,0.8820385,4095.5213134765627
250,-1.1005000000000003,0.882029,0.8815634999999999,2855.0037060546874
251,-1.0570600000000003,0.881554,0.8810884999999999,2432.1264057159424
252,-1.08494,0.881079,0.8806135,5163.3949609375
253,-1.0195499999999997,0.880604,0.8801385,4709.037208251953
254,-1.0770099999999996,0.880129,0.8796635,4883.3452734375
255,-1.20591,0.879654,0.8791885,7646.48474609375
256,-1.17834,0.879179,0.8787135,6935.157421875
257,-1.11784,0.878704,0.8782385,3401.8793286132814
258,-1.0409599999999997,0.878229,0.8777635,1552.5349267578124
259,-1.2160499999999999,0.877754,0.8772885,709.2885086059571
260,-1.2427399999999997,0.877279,0.8768135,4102.556717529297
261,-0.9739699999999999,0.876804,0.8763385,4952.702856445312
262,-0.9405300000000002,0.876329,0.8758635,5002.270205078125
263,-1.0474599999999998,0.875854,0.8753885,5083.354155273438
264,-1.2076300000000002,0.875379,0.8749135,5108.642861328125
265,-0.93333,0.874904,0.8744385,5059.6844140625
266,-1.1024200000000004,0.874429,0.8739635,5031.868388671875
267,-0.98008,0.873954,0.8734885,5047.587958984375
268,-1.06911,0.873479,0.8730135,5056.1215234375
269,-1.0299,0.873004,0.8725385,5047.423784179688
270,-0.9810300000000001,0.872529,0.8720635,5160.5678515625
271,-1.0704399999999998,0.872054,0.8715885,5194.27107421875
272,-1.09205,0.871579,0.8711135,5142.697509765625
273,-0.9634399999999999,0.871104,0.8706385,5155.50521484375
274,-1.1076099999999998,0.870629,0.8701635,4364.87330078125
275,-1.1989499999999997,0.870154,0.8696885000000001,6181.018901367188
276,-1.0198099999999999,0.869679,0.8692135000000001,7424.709208984375
277,-1.18132,0.869204,0.8687385000000001,7589.1412109375
278,-1.1695199999999997,0.868729,0.8682635000000001,7692.15017578125
279,-1.2032300000000002,0.868254,0.8677885000000001,7735.627451171875
280,-1.1638999999999997,0.867779,0.8673135000000001,7729.3080078125
281,-1.0983899999999998,0.8673040000000001,0.8668385000000001,4831.729471625335
282,-1.10849,0.8668290000000001,0.8663635000000001,0.03296292182989419
283,-0.9909100000000001,0.8663540000000001,0.8658885000000001,0.030942474452313035
284,-1.1585699999999997,0.8658790000000001,0.8654135000000001,0.0367407173011452
285,-1.14878,0.8654040000000001,0.8649385,0.03129485586541705
286,-1.1013399999999995,0.8649290000000001,0.8644635,0.03725133443484083
287,-1.0555699999999997,0.8644540000000001,0.8639885,0.03529643739690073
288,-1.07915,0.863979,0.8635135,0.036956669447827155
289,-1.21712,0.863504,0.8630385,0.03647430635173805
290,-1.2356199999999997,0.863029,0.8625635,0.03167908874398563
291,-1.1810399999999999,0.862554,0.8620885,0.04133783991564997
292,-1.299,0.862079,0.8616135,0.026253940150199925
293,-1.1385399999999999,0.861604,0.8611385,0.032824883603316264
294,-1.1261199999999998,0.861129,0.8606635,0.0314496321909246
295,-1.20463,0.860654,0.8601885,0.02795775093298289
296,-1.13238,0.860179,0.8597135,0.025091213319683447
297,-1.0657999999999996,0.859704,0.8592385,0.03481403568264795
298,-1.21463,0.859229,0.8587635,0.033683492502896116
299,-1.16041,0.858754,0.8582885,0.0317774774285499
300,-1.1638199999999994,0.858279,0.8578135,0.029921398637234232
301,-0.8526299999999999,0.857804,0.8573385,0.03334208776999731
302,-0.9380999999999997,0.857329,0.8568635,0.03040684333536774
303,-1.0026599999999997,0.856854,0.8563885,0.03557347456226125
304,-1.0909399999999998,0.856379,0.8559135,0.03327219284372404
305,-0.90844,0.855904,0.8554385,0.030864935517311096
306,-1.0060999999999998,0.855429,0.8549635,0.02981232517398894
307,-0.9340799999999998,0.854954,0.8544885,0.031220585566479712
308,-0.9712899999999999,0.854479,0.8540135,0.03035618459340185
309,-1.1281899999999998,0.854004,0.8535385,0.042754524048650634
310,-1.0248400000000002,0.853529,0.8530635,0.026078548594377936
311,-1.01836,0.853054,0.8525885,0.030013921040808782
312,-0.9589399999999999,0.852579,0.8521135,0.03178842132329009
313,-0.9846799999999997,0.852104,0.8516385,0.033873163491953164
314,-1.0450799999999998,0.851629,0.8511635,0.029924533706507647
315,-1.1443300000000003,0.851154,0.8506885,0.03311925468442496
316,-0.9856799999999996,0.850679,0.8502135,0.033628151002922095
317,-0.9653499999999999,0.850204,0.8497385,0.027694591291365214
318,-0.9729399999999998,0.849729,0.8492635,0.03086072431411594
319,-0.9000099999999998,0.849254,0.8487885,0.028360676928423346
320,-1.0192899999999996,0.848779,0.8483134999999999,0.03583813564560842
321,-0.90674,0.8483040000000001,0.8478384999999999,0.027732971117438866
322,-1.0014899999999998,0.847829,0.8473634999999999,0.026507772516924887
323,-1.0304200000000001,0.847354,0.8468884999999999,0.03540002066132729
324,-0.9904499999999996,0.846879,0.8464135,0.026949029499664903
325,-0.8996499999999995,0.846404,0.8459385,0.03345767862861976
326,-0.96125,0.845929,0.8454635,0.031431825227919034
327,-1.0196100000000001,0.845454,0.8449885,0.024499359715846367
328,-1.08244,0.844979,0.8445135,0.029379893410368823
329,-0.8657599999999999,0.844504,0.8440385,0.03832769188593375
330,-0.9784999999999997,0.844029,0.8435635,0.03323107881558826
331,-1.0613,0.843554,0.8430885,0.038054171875992325
332,-1.0136899999999998,0.843079,0.8426135,0.029380189027870075
333,-0.8966399999999998,0.842604,0.8421385,0.028399919483053964
334,-0.9823199999999999,0.842129,0.8416635,0.03762828699836973
335,-1.1522400000000002,0.841654,0.8411885,0.02974011751881335
336,-0.9985299999999998,0.841179,0.8407135,0.02739196280337637
337,-1.0731499999999994,0.840704,0.8402385,0.0357303576511913
338,-0.9752899999999998,0.840229,0.8397635,0.031871688399405684
339,-0.9855399999999996,0.839754,0.8392885,0.025477809735457414
340,-0.9317099999999999,0.839279,0.8388135,0.03580279793619411
341,-0.9146199999999999,0.838804,0.8383385,0.028304566311708187
342,-1.04003,0.838329,0.8378635,0.034115844828484114
343,-0.8511399999999999,0.837854,0.8373885,0.03086391332151834
344,-1.01426,0.837379,0.8369135,0.037769233875442294
345,-0.9318700000000001,0.836904,0.8364385000000001,0.03280717049841769
346,-1.07492,0.836429,0.8359635000000001,0.02839113396243192
347,-1.1395299999999997,0.835954,0.8354885000000001,0.03139093923964538
348,-0.9347300000000001,0.835479,0.8350135000000001,0.03417140964855207
349,-0.92794,0.835004,0.8345385000000001,0.031877937166718766
350,-1.07992,0.834529,0.8340635000000001,0.0333789416559739
351,-1.0474100000000002,0.8340540000000001,0.8335885000000001,0.038359690264333036
352,-1.0069899999999998,0.8335790000000001,0.8331135000000001,0.030961267033708283
353,-1.01413,0.8331040000000001,0.8326385000000001,0.032877918970771136
354,-0.9838999999999998,0.8326290000000001,0.8321635000000001,0.027470866101793945
355,-0.9623499999999997,0.8321540000000001,0.8316885,0.025960566182038746
356,-1.0599299999999998,0.8316790000000001,0.8312135,0.03385906512441579
357,-1.01426,0.831204,0.8307385,0.03601847921323497
358,-0.93206,0.830729,0.8302635,0.030462958097923546
359,-0.9924599999999999,0.830254,0.8297885,0.02853356492880266
360,-1.0634099999999997,0.829779,0.8293135,0.028038472901971544
361,-1.0151600000000003,0.829304,0.8288385,0.03471499560582743
362,-1.04479,0.828829,0.8283635,0.03513628969172714
363,-0.9373399999999997,0.828354,0.8278885,0.03067112275864929
364,-0.8418599999999998,0.827879,0.8274135,0.025342705985240174
365,-1.16661,0.827404,0.8269385,0.03756604738562601
366,-0.9265299999999999,0.826929,0.8264635,0.028753844949242192
367,-1.00695,0.826454,0.8259885,0.03170777921506669
368,-0.9366199999999997,0.825979,0.8255135,0.026284077549062205
369,-0.9340200000000003,0.825504,0.8250385,0.03851497360388748
370,-0.9517599999999999,0.825029,0.8245635,0.028056574390793686
371,-1.0247799999999996,0.824554,0.8240885,0.023837442749354523
372,-0.9607899999999997,0.824079,0.8236135,0.02971983583760448
373,-0.9464299999999997,0.823604,0.8231385,0.026246291668212508
374,-0.9775699999999995,0.823129,0.8226635,0.03213251551758731
375,-1.10231,0.822654,0.8221885,0.029723157548578457
376,-1.04832,0.822179,0.8217135,0.035142477750778195
377,-0.90222,0.821704,0.8212385,0.03612603856512578
378,-0.9366599999999997,0.821229,0.8207635,0.03494557908328716
379,-1.1793099999999999,0.820754,0.8202885,0.034119175779051145
380,-0.9701799999999998,0.820279,0.8198135,0.030233365388703533
381,-0.90659,0.819804,0.8193385,0.03755960278213024
382,-0.93113,0.819329,0.8188635,0.02677022011601366
383,-0.9109299999999997,0.818854,0.8183885,0.03068480093817925
384,-1.0015299999999996,0.818379,0.8179135,0.03216630747338058
385,-1.01047,0.817904,0.8174385,0.033588415633712426
386,-0.9543499999999999,0.817429,0.8169635,0.028283653562539257
387,-0.9291300000000002,0.816954,0.8164885,0.03213791601854609
388,-1.1994000000000002,0.816479,0.8160135,0.037056172176380645
389,-0.9602400000000002,0.816004,0.8155384999999999,0.03903880401223432
390,-1.0813699999999997,0.815529,0.8150634999999999,0.029600465961848385
391,-1.2193800000000001,0.8150540000000001,0.8145884999999999,0.03256007545161992
392,-0.9909899999999998,0.814579,0.8141134999999999,0.03560980784182902
393,-1.06611,0.814104,0.8136384999999999,0.038498190300888385
394,-1.0765200000000001,0.813629,0.8131635,0.03651785350986756
395,-0.9159599999999998,0.813154,0.8126885,0.03806003257632255
396,-0.9191499999999998,0.812679,0.8122135,0.039376688114716674
397,-1.0477499999999997,0.812204,0.8117385,0.030653389804065227
398,-1.1082999999999996,0.811729,0.8112635,0.025292116337514017
399,-1.0050899999999998,0.811254,0.8107885,0.03151896785973804
400,-1.2027799999999997,0.810779,0.8103135,0.028288571275479627
401,-1.0126099999999998,0.810304,0.8098385,0.033986517855664714
402,-0.96607,0.809829,0.8093635,0.0376722508930834
403,-0.8853499999999997,0.809354,0.8088885,0.03360047078080242
404,-1.00014,0.808879,0.8084135,0.027770990389981307
405,-1.1085699999999998,0.808404,0.8079385,0.031809155796654526
406,-1.0608799999999998,0.807929,0.8074635,0.04044633898942265
407,-1.0867599999999993,0.807454,0.8069885,0.032283735871897076
408,-0.9250299999999999,0.806979,0.8065135,0.03714667853550054
409,-0.8945399999999997,0.806504,0.8060385,0.03754095647367649
410,-0.8808599999999998,0.806029,0.8055635,0.029855924885487183
411,-1.0124799999999996,0.805554,0.8050885,0.026437985922093503
412,-1.1092199999999997,0.805079,0.8046135,0.0365429926138313
413,-0.9921399999999997,0.804604,0.8041385,0.032307460873853416
414,-0.98917,0.804129,0.8036635,0.029327734593243802
415,-0.95309,0.803654,0.8031885000000001,0.02647197118814802
416,-0.9863199999999999,0.803179,0.8027135000000001,0.03381043969595339
417,-1.0690199999999996,0.802704,0.8022385000000001,0.02747493720642524
418,-1.1019999999999999,0.802229,0.8017635000000001,0.03476017205161042
419,-0.9565400000000001,0.801754,0.8012885000000001,0.03521474271925399
420,-1.07437,0.801279,0.8008135000000001,0.029411096331314182
421,-0.8538799999999998,0.8008040000000001,0.8003385000000001,0.03378802039689617
422,-1.0385199999999997,0.8003290000000001,0.7998635000000001,0.02644168073311448
423,-1.04363,0.7998540000000001,0.7993885000000001,0.03628079597488977
424,-1.02761,0.7993790000000001,0.7989135,0.03335635953641031
425,-1.0787399999999998,0.7989040000000001,0.7984385,0.024058176398393697
426,-0.87153,0.798429,0.7979635,0.03277734691946534
427,-0.99905,0.797954,0.7974885,0.02948322032636497
428,-0.9759299999999997,0.797479,0.7970135,0.02696328632897348
429,-1.1040199999999998,0.797004,0.7965385,0.03324925265071215
430,-1.15372,0.796529,0.7960635,0.0274445803949493
431,-0.9086799999999998,0.796054,0.7955885,0.025081260313454548
432,-0.79153,0.795579,0.7951135,0.03599801882868633
433,-0.9605499999999993,0.795104,0.7946385,0.03420015346520813
434,-0.96314,0.794629,0.7941635,0.03019460078154225
435,-1.1542399999999995,0.794154,0.7936885,0.03901495075086132
436,-0.8705699999999998,0.793679,0.7932135,0.032320618103258314
437,-0.8416199999999999,0.793204,0.7927385,0.0346764443453867
438,-1.0061299999999997,0.792729,0.7922635,0.03573229369649198
439,-0.98657,0.792254,0.7917885,0.03290521218732465
440,-0.9570800000000002,0.791779,0.7913135,0.030981847173534333
441,-1.07047,0.791304,0.7908385,0.027861671729260705
442,-0.87145,0.790829,0.7903635,0.025765828233415958
443,-1.0178499999999993,0.790354,0.7898885,0.03616678331047297
444,-0.9706999999999999,0.789879,0.7894135,0.03676215624494944
445,-1.01196,0.789404,0.7889385,0.03396214584005065
446,-0.9969300000000004,0.788929,0.7884635,0.029667890394339338
447,-1.1048699999999998,0.788454,0.7879885,0.031525953477830625
448,-1.0064699999999998,0.787979,0.7875135,0.038725570239475926
449,-1.16556,0.787504,0.7870385,0.031510960991145115
450,-1.10436,0.787029,0.7865635,0.034335043473402035
451,-1.0759899999999998,0.786554,0.7860885,0.028133517626847605
452,-1.0876399999999997,0.786079,0.7856135,0.02510390349314548
453,-0.9380299999999997,0.785604,0.7851385,0.03342461863561766
454,-0.9646899999999998,0.785129,0.7846635,0.03009663605946116
455,-1.06347,0.784654,0.7841885,0.02812274831754621
456,-0.9250099999999998,0.784179,0.7837135,0.03758729709079489
457,-1.0113099999999997,0.783704,0.7832385,0.03256287534895819
458,-1.01386,0.783229,0.7827635,0.029218770118313843
459,-1.1053199999999996,0.782754,0.7822884999999999,0.02829820582352113
460,-0.8393399999999995,0.782279,0.7818134999999999,0.03732636353117414
461,-1.0427400000000002,0.781804,0.7813384999999999,0.03436711399554042
462,-1.0025499999999998,0.781329,0.7808635,0.03716178842878435
463,-1.01328,0.780854,0.7803885,0.029066918656462805
464,-1.0582099999999999,0.780379,0.7799135,0.02520996600447688
465,-0.97164,0.779904,0.7794385,0.03198772000730969
466,-1.06851,0.779429,0.7789635,0.02955497016344452
467,-1.01048,0.778954,0.7784885,0.030584969599731268
468,-1.1353300000000002,0.778479,0.7780135,0.036522886432358063
469,-1.0953499999999998,0.778004,0.7775385,0.02982549475651467
470,-0.95311,0.777529,0.7770635,0.031801386893785095
471,-1.1292399999999998,0.777054,0.7765885,0.0395176715857815
472,-1.08173,0.776579,0.7761135,0.024768754119286314
473,-1.1896099999999998,0.776104,0.7756385,0.0343438045293442
474,-0.8933499999999999,0.775629,0.7751635,0.022396295358776117
475,-1.09077,0.775154,0.7746885,0.02994514554156922
476,-1.1389600000000004,0.774679,0.7742135,0.030094046799931676
477,-1.0037399999999999,0.774204,0.7737385,0.03401411762431963
478,-1.0129199999999998,0.773729,0.7732635,0.02993470217450522
479,-1.02602,0.773254,0.7727885,0.034450480975792744
480,-1.0244899999999997,0.772779,0.7723135,0.03487627041147789
481,-0.98585,0.772304,0.7718385,0.027114428429922555
482,-1.0654199999999996,0.771829,0.7713635,0.03738160736833379
483,-1.08441,0.771354,0.7708885,0.0326293144794181
484,-0.9547899999999998,0.770879,0.7704135,0.030674762073904276
485,-0.9933600000000001,0.770404,0.7699385000000001,0.03639765676372917
486,-0.9975499999999999,0.769929,0.7694635000000001,0.03122216802847106
